Date,ABG-P.MC,ABE.MC,ANA.MC,ACS.MC,AMS.MC,MTS.MC,POP.MC,SAB.MC,SAN.MC,BKIA.MC,BKT.MC,BBVA.MC,BME.MC,CABK.MC,DIA.MC,ENG.MC,ELE.MC,FCC.MC,FER.MC,GAM.MC,GAS.MC,GRF.MC,IAG.MC,IBE.MC,ITX.MC,IDR.MC,JAZ.MC,MAP.MC,TL5.MC,OHL.MC,REE.MC,REP.MC,SCYR.MC,TRE.MC,TEF.MC
2007-01-01,,-0.0059880239520956335,-0.013616945532217928,,,,-0.003076923076923088,,-0.024147727272727293,,-0.019586507072905324,-0.027091633466135412,,,,-0.02287581699346397,0.007276507276507305,-0.030794165316045508,-0.011802575107296098,-0.03541147132169575,,,,-0.054003724394785846,0.0,-0.013991163475699508,,-0.042553191489361764,,0.0016420361247948545,0.02215189873417711,-0.016307513104251714,-0.03574681238615662,,-0.017225747960108784
2007-01-02,,-0.0029850746268657025,0.010977145942055122,-0.0006618133686300265,,0.042807558812186564,-0.012758201701093652,-0.012499999999999845,0.0,,-0.004333694474539684,-0.009471191791633693,0.003829321663019636,,,0.0,0.004699738903394257,0.006361115641820181,0.015250544662309462,0.010075566750629594,0.0,0.036307053941908585,,-0.0018587360594795044,0.0,-0.010924981791696986,0.030769230769230882,-0.01673640167364021,-0.00630693763139456,0.006611570247933907,0.0,0.0029205607476636697,0.008959338387318994,0.0008729812309036244,-0.004512635379061436
2007-01-03,,0.0029940119760478723,0.00889615105301389,0.010026737967914423,,0.028560095200317326,-0.012597480503899305,0.0,-0.005649717514124353,,0.005446623093682046,0.0,0.0,,,0.026642984014209725,-0.004160166406656396,0.009550469290301455,0.01661129568106312,0.008125952260030544,0.0,0.015806111696522684,,0.003731343283581934,0.0,0.023099850968703484,0.0,-0.020491803278688492,0.01638176638176647,0.008893829905503026,0.04788029925187032,0.0005844535359440517,-0.00022967386311434357,0.020944741532976874,-0.012477718360071388
2007-01-04,,0.009063444108761143,0.023696682464454888,0.015269765863590079,,-0.011760094080752626,0.005731523378582404,0.0,0.005681818181818121,,-0.0021739130434782483,0.010366826156299913,-0.0032715376226826187,,,-0.005300353356890497,0.007333682556312171,0.0019798713083649666,0.02033898305084736,0.014948453608247592,0.0,-0.017598343685300222,,0.013232514177693888,0.006024096385542244,0.005243445692883819,0.048387096774193505,-0.05058365758754857,0.015918958031837738,0.0,-0.030932817786370248,0.019058963668850515,0.008570766736159419,0.028414298808432603,-0.006200177147918429
2007-01-05,,-0.008388256440982622,0.0014890646812470987,-0.006070826306914023,,0.008300395256916948,-0.004803362353647644,-0.010600706713780994,0.004279600570613384,,0.0,0.0023980815347721673,-0.013978494623655968,,,-0.002643171806167355,0.0020997375328084544,0.0031446540880502027,0.0011312217194570096,-0.024144869215291798,0.0,0.018987341772151778,,0.0,-0.0030030030030030463,-0.009643916913946615,0.05084745762711851,-0.00387596899224818,0.002175489485134241,-0.03331542181622793,0.006812652068126646,0.003586371787208442,0.0016241299303945134,-0.01755965781179647,-0.009649122807017685
2007-01-08,,-0.002390914524805665,-0.013314967860422411,-0.0053673264005367205,,-0.0043290043290042934,-0.008335814230425731,-0.005272407732864748,0.0,,-0.009687836383207693,-0.0031872509960160222,-0.02413431269674693,,,-0.009598603839441666,-0.006259780907668322,0.00248880039820798,-0.021040974529346612,0.026859504132231482,0.0,-0.048192771084337394,,0.0,0.003012048192771122,-0.005166051660516646,0.0535714285714286,0.0,-0.005050505050505083,-0.0127320954907163,0.006366307541625815,0.018879415347137662,0.013640639698965229,-0.028433945756780377,0.0061782877316858276
2007-01-09,,0.010876132930513593,-0.0014670823399962618,0.04230769230769216,,0.0015766653527788943,0.01113786875376288,0.01426024955436711,0.021865889212827838,,0.01419213973799116,0.012096774193548487,0.010604453870625585,,,0.015057573073516517,-0.02838317283324876,0.035389108400618596,0.014606741573033544,0.028146574614976272,-0.03708987161198296,-0.040462427745664775,,0.009541984732824416,-0.008955223880597107,0.014221556886227615,-0.05084745762711873,0.02788844621513964,0.003620564808110016,0.030054644808743314,0.03287809812847753,0.009840098400984099,0.04703275055405087,-0.03949579831932781,0.01980198019801982
2007-01-10,,-0.007198560287942524,-0.02694503925767311,-0.018531228551818768,,-0.01091617933723188,-0.023228462216994927,-0.00883392226148405,-0.012949640287769792,,0.00659340659340657,-0.016653449643140306,-0.04069175991861651,,,0.004448398576512469,-0.017430278884462025,-0.02918612408272181,-0.005586592178770777,-0.013619696176008445,0.0,-0.034418604651162754,,-0.009451795841209809,-0.020467836257309857,-0.018368846436443764,0.03508771929824572,-0.007905138339920903,-0.018479033404406486,-0.0043525571273121955,-0.028978388998035398,-0.01870850935425461,-0.01718296224588578,-0.0325203252032521,-0.016814159292035558
2007-01-11,,0.0030084235860410313,0.0060138228166233265,-0.015540540540540548,,-0.00465657741559955,-0.0020539906103286265,-0.013937282229965153,0.0014409221902016434,,-0.007633587786259555,-0.01098039215686275,-0.026732673267326645,,,-0.009691629955947079,0.009045226130653283,-0.004482815872488777,-0.012141280353201056,-0.00831168831168827,0.0,0.028708133971292016,,0.007619047619047636,0.008849557522123908,0.009643916913946615,-0.01724137931034475,-0.015564202334630406,-0.0014194464158977516,0.0,-0.005859375,0.0012084592145014117,0.0012115338017930632,0.016528925619834878,-0.00702987697715296
2007-01-12,,0.004229607250755274,-0.0028640472567798003,0.011274342330030773,,-0.021640091116173155,-0.010165553296543783,-0.00692041522491349,-0.002873563218390718,,-0.0010893246187363426,-0.007009345794392496,-0.010289073983341557,,,-0.010462074978204061,0.001006036217303885,-0.021922702176031206,-0.01199563794983638,-0.00977366255144041,0.0,-0.016933207902163794,,-0.0019011406844106071,0.0,-0.013177159590043952,-0.033333333333333326,0.00390625,0.0,-0.012889366272824998,-0.004859086491739495,-0.007198560287942524,-0.011497005988023834,-0.011033919084593391,-0.0008779631255486642
